code_dpt;code_comm;lib_comm;pom_nbe;pom_surf;poi_nbe;poi_surf;pec_nbe;pec_surf;pru_nbe;pru_surf;abr_nbe;abr_surf;cer_nbe;cer_surf;noy_nbe;noy_surf;kiw_nbe;kiw_surf;rai_nbe;rait_surf;ora_nbe;ora_surf;cle_nbe;cle_surf;cit_nbe;cit_surf;aagrm_nbe;aagrm_surf
05;05158;Saix;3;9;7;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05;05159;Saléon;4;52;3;6;0;0;0;0;-9999;-9999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05;05162;Saulce;7;63;7;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05;05165;Savournon;0;0;-9999;-9999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05;05166;Serres;-9999;-9999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05;05167;Sigottier;0;0;0;0;0;0;0;0;0;0;0;0;-9999;-9999;0;0;0;0;0;0;0;0;0;0;0;0
05;05168;Sigoyer;-9999;-9999;-9999;-9999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05;05170;Tallard;3;8;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05;05171;Théus;-9999;-9999;-9999;-9999;-9999;-9999;0;0;0;0;-9999;-9999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05;05172;Trescléoux;3;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05;05173;Upaix;13;150;9;32;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05;05176;Valserres;-9999;-9999;-9999;-9999;0;0;0;0;0;0;0;0;0;0;0;0;-9999;-9999;0;0;0;0;0;0;0;0
05;05178;Ventavon;22;259;15;40;0;0;0;0;-9999;-9999;-9999;-9999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05;05184;Vitrolles;9;40;6;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06;06023;Breil-sur-Roya;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-9999;-9999;0;0;-9999;-9999;0;0;-9999;-9999;-9999;-9999
06;06027;Cagnes-sur-Mer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-9999;-9999;0;0
06;06029;Cannes;0;0;0;0;3;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06;06035;Castellar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
06;06067;Gorbio;0;0;0;0;0;0;0;0;0;0;-9999;-9999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06;06091;Peille;0;0;0;0;0;0;0;0;0;0;-9999;-9999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06;06113;Sainte-Agnès;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
07;07009;Andance;0;0;-9999;-9999;0;0;0;0;8;15;10;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07;07010;Annonay;0;0;0;0;0;0;0;0;0;0;-9999;-9999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07;07013;Ardoix;0;0;0;0;0;0;0;0;0;0;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07;07014;Arlebosc;-9999;-9999;0;0;-9999;-9999;0;0;10;12;17;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07;07015;Arras-sur-Rhône;-9999;-9999;-9999;-9999;0;0;0;0;7;28;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07;07019;Aubenas;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;0;0;0;0;0;0;5;12;0;0;0;0;0;0;0;0;0;0
07;07020;Aubignas;0;0;0;0;0;0;0;0;0;0;-9999;-9999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07;07022;Baix;-9999;-9999;-9999;-9999;0;0;0;0;5;27;0;0;0;0;4;18;0;0;0;0;0;0;0;0;0;0
07;07025;Barnas;-9999;-9999;0;0;0;0;0;0;0;0;0;0;-9999;-9999;0;0;0;0;0;0;0;0;0;0;0;0
07;07027;Beauchastel;-9999;-9999;0;0;-9999;-9999;0;0;4;12;-9999;-9999;0;0;-9999;-9999;0;0;0;0;0;0;0;0;0;0
07;07031;Berrias-et-Casteljau;-9999;-9999;-9999;-9999;-9999;-9999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07;07035;Boffres;0;0;0;0;0;0;0;0;0;0;-9999;-9999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07;07036;Bogy;0;0;-9999;-9999;0;0;0;0;9;45;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07;07039;Bozas;0;0;-9999;-9999;-9999;-9999;-9999;-9999;10;47;21;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07;07040;Boucieu-le-Roi;0;0;-9999;-9999;0;0;-9999;-9999;7;16;8;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07;07041;Boulieu-lès-Annonay;0;0;0;0;0;0;0;0;0;0;-9999;-9999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07;07042;Bourg-Saint-Andéol;0;0;-9999;-9999;-9999;-9999;0;0;0;0;-9999;-9999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07;07044;Brossainc;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07;07045;Burzet;-9999;-9999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07;07048;Chalencon;0;0;0;0;-9999;-9999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07;07051;Champagne;4;5;-9999;-9999;3;5;0;0;7;21;7;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07;07052;Champis;-9999;-9999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
