Nom de la gare;Code UIC complet;Code postal;Segmentation DRG 2018;Total Voyageurs 2018;Total Voyageurs + Non voyageurs 2018;Total Voyageurs 2017;Total Voyageurs + Non voyageurs 2017;Total Voyageurs 2016;Total Voyageurs + Non voyageurs 2016;Total Voyageurs 2015;Total Voyageurs + Non voyageurs 2015
Ablon;87545269;94480;b;1467495;1467495;1471462;1471462;1474955;1474955.92638;1443775;1443775
Acheux - Franleu;87316745;80560;c;235;235;104;104;308;308.999996;898;898
Aguilcourt - Variscourt;87171702;2190;c;6155;6155;7368;7368;8979;8979.201082;9821;9821
Aiguebelette-le-Lac;87741421;73610;c;2535;2535;3117;3117;3912;3912.996014;4071;4071
Aix-en-Provence TGV;87319012;13592;a;3597729;5534968;3699076;5690886;3403078;5235505.64308;3388402;5212927
Albi Madeleine;87615195;81000;c;44787;44787;55019;55019;52084;52084.629132;63723;63723
Albias;87613398;82350;c;8780;8780;11579;11579;9415;9415.123134;10586;10586
Alès;87775288;30100;b;417520;521900;461106;576382;441259;551574.000222;418810;523513
Allenc;87783654;48190;c;198;198;132;132;116;116.0;123;123
Amagne - Lucquy;87172262;8300;c;48163;48163;47918;47918;37854;37854.47277;40539;40539
Angers Saint-Laud;87484006;49100;a;5372470;8265338;5647027;8687733;5368048;8258536.85033;5411683;8325666
Anizy - Pinon;87296566;2320;c;75945;75945;83874;83874;80983;80983.258948;87381;87381
Anor;87295055;59186;c;20097;20097;20943;20943;20983;20983.66407;22276;22276
Apach;87191643;57480;c;1164;1164;1105;1105;1059;1059.431498;1066;1066
Appilly;87296459;60400;c;7832;7832;6961;6961;6728;6728.246738;5493;5493
Arcachon;87582668;33120;b;907838;1134798;910395;1137993;792957;991196.72696;805161;1006452
Arc-et-Senans;87718841;25610;c;43376;43376;50233;50233;47098;47098.660516;43531;43531
Arches;87144410;88380;c;51087;51087;53916;53916;52117;52117.582808;58746;58746
Arengosse;87671479;40110;c;5591;5591;5917;5917;4859;4859.3396;4315;4315
Argentan;87444539;61200;b;274448;343060;298107;372634;291798;364748.498837;310239;387799
Argenteuil;87381848;95100;b;15993805;15993805;15302030;15302030;15137487;15137487.3138;15026192;15026192
Armentières;87286146;59280;b;761726;952158;826628;1033285;816834;1021043.64623;811472;1014340
Ars-sur-Moselle;87192401;57130;b;102738;128422;113392;141740;121770;152213.004092;137841;172301
Aubiat;87734111;63260;c;7945;7945;6420;6420;4849;4849.645102;4419;4419
Aubigné-Racan;87396572;72800;c;13647;13647;15823;15823;19307;19307.973056;18342;18342
Aubrives;87172122;8320;c;9357;9357;9767;9767;9191;9191.481722;9739;9739
Aubusson;87597823;23200;c;4171;4171;6342;6342;7732;7732.351614;7745;7745
Aumont-Aubrac;87783266;48130;c;7100;7100;7754;7754;7178;7178.3;7840;7840
Auray;87476200;56400;a;786183;982728;829917;1037396;798576;998220.777213;790588;988235
Avenue Foch;87381038;75016;b;1222034;1222034;1211248;1211248;1220609;1220609.70896;1179865;1179865
Avesnes;87295733;59440;b;153358;191697;165722;207153;160636;200795.948013;181071;226339
Avranches;87448514;50300;c;16954;16954;24311;24311;23086;23086.914286;28911;28911
Ax-les-Thermes;87611533;9110;c;68712;68712;84104;84104;76609;76609.481242;87362;87362
Azay-sur-Cher;87574442;37270;c;13004;13004;13521;13521;13090;13090.236038;12858;12858
Azerailles;87141408;54122;c;10053;10053;11678;11678;12881;12881.798648;15799;15799
Bagneaux-sur-Loing;87684191;77167;c;55168;55168;114246;114246;204700;204700.397721;415762;415762
Bainville-sur-Madon;87141531;54550;c;7;7;563;563;2676;2676.007894;3102;3102
Bandol;87755223;83150;b;304322;380402;340862;426078;315616;394520.264107;306604;383255
Bantzenheim;87182840;68490;c;8034;8034;9423;9423;10091;10091.924694;10914;10914
Bartenheim;87182113;68870;b;139801;174751;145840;182301;141588;176985.893635;140142;175177
Bas - Monistrol;87726778;43120;b;82163;102704;65736;82170;91221;114027.015745;98801;123502
Bas Évette;87184200;90350;c;5387;5387;6267;6267;5992;5992.24;6166;6166
Bayonne;87673004;64100;a;829006;931467;901165;1012545;800871;899855.121975;839085;942793
Beaucaire;87775023;30300;c;7446;7446;9383;9383;8729;8729.505804;9525;9525
Beaurainville;87317198;62990;c;2962;2962;13336;13336;23410;23410.63786;26699;26699
Beauvais;87313510;60000;b;1298880;1623600;1402417;1753022;1379556;1724446.19415;1346772;1683465
Belle-Isle - Bégard;87473165;22810;c;1700;1700;2129;2129;2125;2125.408502;3489;3489
Belleville sur Sâone;87721357;69220;b;850238;1062798;868192;1085241;831617;1039521.53062;857814;1072268
Belvès;87595876;24170;c;7242;7242;9336;9336;9965;9965.680048;10094;10094
Bénesse-Maremne;87673285;40230;c;9254;9254;8096;8096;8446;8446.085206;7184;7184
Bénestroff;87192302;57670;c;9158;9158;8829;8829;7830;7830.124502;7232;7232
Béziers;87781005;34500;a;1214111;1517639;1441893;1802366;1374338;1717923.62924;1257794;1572243
Bois-d'Oingt - Légny;87721787;69620;c;28578;28578;25221;25221;46924;46924.372934;49282;49282
Bords;87491019;17430;c;6178;6178;7084;7084;7378;7378.796142;9671;9671
Bouaye;87481200;44830;c;26796;26796;25179;25179;19696;19696.638684;17241;17241
Boucau;87673095;64340;c;6848;6848;6094;6094;5767;5767.052028;7913;7913
Bouchain;87345389;59111;c;34644;34644;36656;36656;33428;33428.943894;32641;32641
Bourg-Saint-Maurice;87741793;73700;a;322484;403105;326392;407991;328281;410352.191362;315806;394757
Bouvines;87287235;59830;c;0;0;0;0;5;5.0;11;11
Brassac-les-Mines - Sainte-Florine;87734244;63570;b;95369;119212;111519;139399;108499;135624.608272;114501;143126
Breil-sur-Roya;87756833;6540;c;60658;60658;71707;71707;57215;57215.0913343;51425;51425
Bretenoux - Biars;87594762;46130;c;14024;14024;16366;16366;18328;18328.41797;21919;21919
Brignoles;87755736;83170;c;0;0;0;0;0;0.0;0;0
Brionne;87415364;27800;c;9516;9516;10354;10354;8257;8257.739998;8258;8258
Brioude;87734269;43100;c;77937;77937;93356;93356;82274;82274.51103;87560;87560
Brumath;87212134;67170;b;563815;704768;565974;707467;522294;652868.361062;492583;615729
Bruyères;87144154;88600;c;68676;68676;68352;68352;64305;64305.811312;62840;62840
Bruz;87471037;35170;b;130109;162636;120054;150068;108094;135118.365087;106113;132642
Bussière-Galant;87592741;87230;c;15815;15815;19077;19077;21535;21535.787;19921;19921
Buzy en Béarn;87672634;64260;c;6855;6855;7884;7884;8354;8354.719988;7842;7842
Caen;87444000;14000;a;2835925;3429729;3191694;3859991;3070891;3713894.56188;3256254;3938070
Calais - Fréthun;87281071;62185;a;723716;904645;748427;935534;711861;889826.362535;702133;877666
Cap-d'Ail;87756395;6320;c;77459;77459;89868;89868;73501;73501.5212527;67959;67959
Capdenac;87613109;12700;c;71224;71224;75990;75990;73838;73838.630588;76135;76135
Carentan;87447243;50500;b;182871;228589;204135;255168;189685;237106.364643;200110;250138
Carnoët - Locarn;87473561;22160;c;3410;3410;3273;3273;3558;3558.481516;2918;2918
Casino Lacroix Laval;87208553;69260;c;17487;17487;21500;21500;18331;18331.245162;20468;20468
Castelnaudary;87615039;11400;b;247301;309127;307949;384937;298324;372905.004368;294644;368305
Caudry;87345561;59540;b;105680;132101;115496;144371;106785;133481.762215;115271;144088
Ceilhes - Roqueredonde;87781542;34260;c;2287;2287;5297;5297;5741;5741.0;6476;6476
Cercottes;87543033;45520;c;36191;36191;31548;31548;29410;29410.413552;29910;29910
Cergy Préfecture;87381905;95800;b;12279673;12279673;12347999;12347999;12213175;12213175.9271;11996226;11996226
Cessieu;87723452;38110;c;24194;24194;26634;26634;29977;29977.669766;29255;29255
Chabanais;87592873;16150;c;3850;3850;7182;7182;6541;6541.152904;6885;6885
Chaingy Fourneaux Plage;87574111;45380;c;11820;11820;11992;11992;9896;9896.100328;10526;10526
Chalonnes;87484204;49290;b;181722;227152;202158;252698;197908;247385.413105;203677;254597
Chambéry - Challes-les-Eaux;87741009;73010;a;3447007;4308759;3781533;4726917;3624235;4530294.57281;3782600;4728250
Chambly;87276725;60230;b;622939;778674;716218;895273;703547;879434.974657;650655;813319
Chambourg;87571463;37310;c;10751;10751;14050;14050;14040;14040.264524;14479;14479
Chamonix-Mont-Blanc;87746784;74400;b;134648;168310;142873;178591;143725;179657.059115;152296;190371
Champagne-Ardenne TGV;87171926;51430;a;969535;1211919;989282;1236603;900104;1125130.30521;917725;1147157
Champagnole Paul-Émile Victor;87352047;39300;c;1571;1571;4248;4248;5910;5910.866292;6323;6323
Chantenay;87481051;44000;c;35066;35066;30325;30325;28301;28301.470156;26504;26504
Chantenay-Saint-Imbert;87696302;58240;c;6355;6355;7940;7940;7642;7642.982826;7487;7487
Chartres;87394007;28000;b;2572719;3215899;2645649;3307062;2669475;3336844.42643;2800668;3500835
Château-Arnoux-Volonne;87751222;4160;c;26;26;121;121;353;353.0;342;342
Château-Gaillard;87543066;28210;c;3358;3358;4982;4982;4606;4606.904794;3856;3856
Château-Thierry;87116582;2400;b;1826996;2283745;1898905;2373632;1868982;2336228.70789;1924022;2405027
Châtel - Nomexy;87144071;88330;b;108573;135716;115421;144276;112266;140333.589495;118293;147867
Châtillon d'Azergues;87721753;69380;c;16175;16175;17707;17707;22861;22861.803824;23326;23326
Chaugey;87712679;21170;c;9327;9327;15049;15049;13434;13434.807742;14777;14777
Chaulnes;87313478;80320;c;81548;81548;92924;92924;92898;92898.170968;96724;96724
Chedde;87746701;74190;c;21249;21249;22641;22641;23305;23305.438556;22703;22703
Chemillé;87484246;49120;b;145513;181891;171319;214149;165826;207283.36313;177670;222088
Chenevières;87141382;54122;c;2221;2221;3028;3028;3185;3185.68;2659;2659
Cherbourg;87444877;50100;a;516083;637140;574314;709030;553961;683903.051035;592294;731228
Chilly-Mazarin;87393637;91380;b;1028259;1028259;1033197;1033197;1031267;1031267.09566;1007780;1007780
Chissay-en-Touraine;87574848;41400;c;7176;7176;7711;7711;8050;8050.349676;7393;7393
Chocques;87342220;62920;c;4462;4462;5183;5183;6643;6643.588424;6723;6723
Choisy-le-Roi;87545285;94600;b;13618078;13618078;14029876;14029876;14174097;14174097.3733;14260747;14260747
Cinq-Mars-la-Pile;87571836;37130;c;106829;106829;98350;98350;92624;92624.002818;92784;92784
Cires-lès-Mello;87313551;60660;b;87462;109328;98692;123365;100360;125450.980743;106980;133725
Cobrieux;87287243;59830;c;0;0;1;1;4;4.0;2;2
Coignières;87393272;78310;b;498229;498229;539970;539970;556689;556689.189765;572613;572613
Collioure;87784256;66190;c;82088;82088;97534;97534;68177;68177.045486;89884;89884
Collonges;87713321;21110;c;26571;26571;25943;25943;29001;29001.737326;27526;27526
Conflans-Sainte-Honorine;87381897;78700;b;4786664;4786664;4771204;4771204;4624289;4624289.05757;4403800;4403800
Corcieux Vanémont;87144196;88430;c;3373;3373;2809;2809;3239;3239.516386;5660;5660
Corrèze;87594119;19800;c;4209;4209;4737;4737;4771;4771.99032;3665;3665
Courcay - Tauxigny;87571448;37310;c;6041;6041;8599;8599;13772;13772.040704;15474;15474
Courcelles-le-Comte;87342063;62121;c;94;94;396;396;816;816.632258;1126;1126
Couze;87584425;24150;c;151;151;1010;1010;784;784.2;1459;1459
Cramoisy;87313544;60660;c;4447;4447;3834;3834;3935;3935.47269;2273;2273
Creil;87276006;60100;b;4607122;5758902;5072006;6340007;4918909;6148636.90111;4769141;5961427
Crépy-en-Valois;87271593;60800;b;1683624;2104530;2123053;2653817;1757476;2196845.49203;1561240;1951551
Croix du Prince;87672600;64000;c;4622;4622;3975;3975;4777;4777.899996;3665;3665
Croix l'Allumette;87281055;59170;c;1269;1269;1669;1669;1245;1245.533208;1465;1465
Cros de Cagnes;87756338;6800;b;173172;216465;179215;224018;148277;185346.929088;143461;179327
Crouy;87271874;2880;c;596;596;327;327;183;183.8;457;457
Crouy-sur-Ourcq;87116640;77840;b;192720;192720;193844;193844;194637;194637.193001;190715;190715
Darsac;87734673;43270;c;2834;2834;6034;6034;8542;8542.739952;7577;7577
Deluz;87718429;25960;c;597;597;1192;1192;1207;1207.8;1868;1868
Dettwiller;87212183;67490;b;136948;171185;141697;177122;134122;167653.325998;130471;163089
Deuil - Montmagny;87276345;95170;b;3127940;3127940;3147953;3147953;3204245;3204245.04004;3316444;3316444
Die;87761841;26150;c;48372;48372;54460;54460;54047;54047.706736;52579;52579
Dingé;87478040;35440;c;9997;9997;9641;9641;11056;11056.7297;11021;11021
Docelles - Cheniménil;87144030;88460;c;4021;4021;5496;5496;5733;5733.354278;5535;5535
Domblans - Voiteur;87718213;39210;c;34199;34199;41499;41499;41663;41663.898218;44879;44879
Don - Sainghin;87286435;59272;b;219480;274350;236725;295907;229474;286843.1408;235004;293755
Donzère;87764290;26290;c;20780;20780;23808;23808;19937;19937.645218;20729;20729
Dordives;87684233;45680;c;39301;39301;87871;87871;201244;201244.61938;525024;525024
Douai;87345009;59500;a;2823221;3529027;2974200;3717750;2863936;3579920.62788;2908863;3636078
Drap - Cantaron;87756775;6340;c;35806;35806;37112;37112;34709;34709.9856266;28312;28312
Drusenheim;87212357;67410;b;113943;142429;112821;141026;111854;139817.93704;114014;142517
Druye;87571612;37190;c;18357;18357;17107;17107;13999;13999.232624;13438;13438
Ecole-Valentin;87710731;25480;c;5684;5684;6386;6386;6236;6236.18;7012;7012
Écommoy;87396564;72220;b;109312;136641;112643;140804;108386;135482.670255;109245;136556
Éguzon;87597153;36270;c;4776;4776;6297;6297;5731;5731.143864;5382;5382
Eichhoffen;87214239;67140;c;10526;10526;14473;14473;16648;16648.1755;17520;17520
Elbeuf - Saint-Aubin;87411173;76500;b;206850;258562;207415;259269;203369;254212.152942;232776;290970
Éloyes;87144436;88510;c;25630;25630;25110;25110;23985;23985.098318;27749;27749
Embrun;87763466;5200;c;99029;99029;121268;121268;127417;127417.073609;141516;141516
Émerainville - Pontault-Combault;87116046;77340;b;4883692;4883692;4940266;4940266;4892074;4892074.64;5017278;5017278
Épanvilliers;87575357;86510;c;609;609;590;590;773;773.28;1149;1149
Épernay;87171553;51200;b;702727;878409;772462;965577;736596;920745.806552;779960;974950
Épinay-sur-Orge;87545228;91360;b;2779445;2779445;2860910;2860910;2890633;2890633.99316;2903793;2903793
Err;87784843;66800;c;306;306;342;342;327;327.0;285;285
Escaudoeuvres;87345496;59161;c;134;134;161;161;263;263.0;49;49
Estrées-Saint-Denis;87313387;60190;c;43288;43288;45439;45439;45473;45473.818594;46836;46836
Évreux Normandie;87387001;27000;a;1089292;1361615;1162631;1453288;1107913;1384892.32104;1139477;1424346
Fenouillet - Saint-Alban;87611962;31150;c;7;7;42;42;64;64.0;1094;1094
Fépin;87172874;8170;c;4150;4150;5477;5477;7131;7131.202302;7440;7440
Fère-en-Tardenois;87171371;2130;c;2558;2558;4762;4762;8619;8619.39769;12074;12074
Feyzin;87722538;69320;b;114000;142500;124084;155105;117895;147368.7563;123307;154133
Figeac;87613091;46100;b;137170;171463;167319;209149;160735;200919.18507;163436;204296
Fontaine-le-Port;87682427;77590;c;46408;46408;51024;51024;54998;54998.5536797;59227;59227
Fontaines-d'Ozillac;87491159;17500;c;93;93;82;82;61;61.3;80;80
Fougeray - Langon;87471201;35390;c;13342;13342;9697;9697;10415;10415.063744;12838;12838
Fourmies;87295048;59610;b;175997;219996;188906;236132;186154;232693.255513;202884;253606
Franconville - Le Plessis-Bouchard;87276071;95130;b;3413491;3413491;5831267;5831267;5990025;5990025.09697;5775381;5775381
Fréjus;87757500;83600;b;188070;197968;197430;207822;138804;146109.521076;134173;141235
Frénouville - Cagny;87444182;14630;c;15018;15018;15249;15249;13308;13308.30856;10752;10752
Fresnoy-le-Grand;87296293;2230;c;19992;19992;23812;23812;22091;22091.847934;17913;17913
Froncles;87142240;52320;c;33271;33271;34600;34600;32376;32376.612398;33672;33672
Frontenex;87741629;73460;c;24340;24340;30272;30272;31855;31855.521772;30446;30446
Fronville;87175075;52300;c;630;630;287;287;587;587.9;661;661
Frouard;87141077;54390;c;46822;46822;45636;45636;37882;37882.643084;41051;41051
Gallargues;87775130;30660;c;6312;6312;6156;6156;5696;5696.978614;5207;5207
Gallieni Cancéropôle;87497461;31000;c;57969;57969;61229;61229;53400;53400.892224;54091;54091
Gièvres;87576876;41130;c;49554;49554;53522;53522;55532;55532.377018;53581;53581
Gignac - Cressensac;87594325;46600;c;436;436;859;859;1228;1228.0;1534;1534
Givet;87172130;8600;b;79315;99144;89898;112373;92403;115504.458875;102220;127775
Gonfaron;87755397;83590;c;21017;21017;20367;20367;20036;20036.0761784;18252;18252
Grandvillars;87184432;90600;c;194;194;0;0;0;0.0;0;0
Grasse;87757724;6520;b;260180;325225;101176;126470;276380;345475.446645;300028;375035
Gravelines;87281246;59820;c;28939;28939;27184;27184;24117;24117.010994;20857;20857
Gravigny Balizy;87393645;91160;b;504961;504961;530728;530728;533440;533440.801691;545746;545746
Grésy-sur-Isère;87741611;73460;c;13601;13601;14508;14508;14268;14268.467654;14943;14943
Grigny Centre;87681379;91350;b;6450305;6450305;6508296;6508296;6462034;6462034.06;6395274;6395274
Groisy - Thorens - La Caille;87746248;74570;c;68730;68730;77445;77445;67629;67629.489492;63268;63268
Guignicourt;87171736;2190;b;122047;152559;137618;172022;131831;164789.3463;126347;157933
Gujan-Mestras;87582619;33470;b;370600;463250;386863;483579;358233;447791.571073;372350;465438
Habsheim;87182089;68440;b;227801;284751;228017;285021;221431;276789.872808;225468;281835
Halsou - Larressore;87673640;64480;c;7;7;28;28;15;15.0;13;13
Hangest-sur-Somme;87313114;80310;c;39230;39230;39105;39105;37668;37668.558658;42167;42167
Harfleur;87413302;76700;c;4029;4029;4578;4578;5481;5481.98;6840;6840
Hargarten-Falck;87193144;57550;c;924;924;588;588;2229;2229.976916;3061;3061
Hatrize;87192724;54800;c;1705;1705;1279;1279;652;652.5;1601;1601
Haubourdin;87286096;59320;c;56343;56343;71492;71492;66311;66311.904476;66832;66832
Hayange;87191239;57700;c;7423;7423;9871;9871;17611;17611.966294;28498;28498
Heilly;87316059;80113;c;3945;3945;4278;4278;4628;4628.499076;4917;4917
Hénin-Beaumont;87345157;62110;b;516610;645763;525421;656776;489436;611796.09837;496665;620831
Hennebont;87476259;56700;b;99670;124587;108628;135785;104904;131130.359267;106043;132554
Herblay;87381889;95220;b;3376706;3376706;3453744;3453744;3342904;3342904.31143;3242086;3242086
Hirson;87295063;2500;b;102033;127542;114781;143476;114927;143659.194657;130709;163386
Hoenheim Tram;87338517;67800;c;75157;75157;72582;72582;70820;70820.804704;74593;74593
Hoerdt;87213686;67720;b;198952;248690;198378;247972;197849;247311.739563;197043;246304
Hoffen;87213447;67250;c;7030;7030;6809;6809;5683;5683.932348;6123;6123
Holtzheim;87214510;67810;c;2;2;3;3;159;159.085714;5145;5145
Houdan;87393462;78550;b;878035;878035;929415;929415;974187;974187.566402;1010545;1010545
Hunspach;87213454;67250;c;3248;3248;2165;2165;5130;5130.850018;6380;6380
Hymont - Mattaincourt;87144220;88500;c;928;928;695;695;1496;1496.599996;1537;1537
Illiers-Combray;87394437;28120;b;153755;192194;148320;185400;143108;178885.434248;146785;183481
Imphy;87696450;58160;c;38022;38022;41014;41014;34098;34098.301278;39324;39324
Issé;87481622;44520;c;19694;19694;24814;24814;21193;21193.235308;21166;21166
Iteuil;87577403;86240;c;8885;8885;8493;8493;9533;9533.779696;9591;9591
Jarrie - Vizille;87747535;38560;c;12850;12850;15895;15895;16778;16778.768448;29168;29168
Jaux;87272013;60880;c;10167;10167;11773;11773;11966;11966.214124;13886;13886
Javel;87393066;75015;b;3604422;3604422;3667671;3667671;3583318;3583318.25386;3558090;3558090
Jeumont;87295014;59460;c;73200;73200;72038;72038;69142;69142.880544;75639;75639
Joigny-sur-Meuse;87172031;8700;c;14796;14796;16490;16490;19924;19924.807932;21861;21861
Joinville;87175091;52300;c;53597;53597;61577;61577;63789;63789.28634;68019;68019
Joué-lès-Tours;87571885;37300;c;54472;54472;58228;58228;59882;59882.625586;64733;64733
Ker Lann;87159947;35170;c;59354;59354;60933;60933;61896;61896.569334;63675;63675
Kerhuon;87474213;29480;c;36793;36793;38626;38626;39221;39221.720588;38793;38793
Keskastel;87215491;67260;c;34433;34433;43443;43443;46026;46026.591272;48090;48090
Koenigsmacker;87191619;57110;c;860;860;994;994;1470;1470.166666;1585;1585
Krimmeri Meinau;87338525;67100;b;167726;209658;171593;214492;161618;202022.505602;150980;188725
La Bastide - Saint-Laurent-les-Bains;87775171;48250;c;24742;24742;26453;26453;31174;31174.8;35358;35358
La Cave;87595215;24200;c;5;5;22;22;20;20.0;330;330
La Chaize-le-Vicomte;87486308;85310;c;4720;4720;3762;3762;3177;3177.955704;4219;4219
La Charité-sur-Loire;87696195;58400;b;134967;168709;154522;193152;151087;188859.072157;158355;197943
La Chaussée-Saint-Victor;87574251;41260;c;2513;2513;2145;2145;1395;1395.6;1940;1940
La Ciotat;87751784;13600;b;504549;630687;541933;677416;485870;607338.657702;468275;585343
La Défense;87382218;92800;b;39421;39421;51920;51920;63891;63891.2135;86056;86056
La Fère;87296632;2800;b;104921;131152;127578;159473;134598;168247.502288;135172;168966
La Ferté-Saint-Aubin;87543124;45240;b;139251;174064;146434;183042;139351;174188.841745;137115;171394
La Gorp;87584755;33380;c;74664;74664;53238;53238;37327;37327.515992;29584;29584
La Gouesnière - Cancale - Saint-méloir-des-Ondes;87478099;35350;c;40271;40271;31673;31673;25953;25953.80002;26543;26543
La Grande-Paroisse;87682476;77130;c;63935;63935;65992;65992;59209;59209.007822;60124;60124
La Guerche-sur-l'Aubois;87576470;18150;c;28453;28453;31303;31303;29628;29628.381868;27400;27400
La Guierche;87396036;72380;c;30191;30191;32061;32061;32008;32008.183628;30243;30243
La Ménitré;87487884;49250;b;133806;167257;142655;178319;135524;169405.985835;130655;163319
La Poterie;87334508;35500;c;31844;31844;43870;43870;38781;38781.418328;33870;33870
La Ricamarie;87726703;42150;c;7720;7720;9797;9797;9443;9443.947894;11867;11867
La Rochelle;87485003;17000;a;1984267;2480334;2068356;2585445;1771473;2214341.90286;1886734;2358417
La Roche-Maurice;87474262;29800;c;13113;13113;13963;13963;13568;13568.874426;10990;10990
La Roche-sur-Foron;87746305;74800;b;344195;430243;380270;475338;372662;465827.66713;374750;468437
La Suze;87396366;72210;b;134033;167541;148530;185663;152272;190340.132467;151550;189437
La Wantzenau;87212316;67610;c;39613;39613;40097;40097;51688;51688.924448;49467;49467
Labouheyre;87582551;40210;c;61925;61925;59972;59972;49775;49775.878596;50611;50611
Lacelle;87592147;19170;c;918;918;1212;1212;777;777.0;854;854
Laguépie;87613471;82250;c;4258;4258;4525;4525;3845;3845.2;4188;4188
Laillé;87471144;35890;c;14529;14529;17846;17846;23001;23001.977362;24140;24140
Lamanon;87753731;13113;c;30637;30637;31118;31118;26519;26519.872011;24474;24474
